ess8_id,cntry,ess8_reg,nuts1,nuts2,nuts3,lrscale,rlgdgr,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun,
HU000005539,HU,HU211,HU2,HU21,HU211,4,6,1,2,2,2,1,1,5,4,4,1,1,3,2,1,2,2,2,1,2,2,2,
HU000005543,HU,HU211,HU2,HU21,HU211,3,0,4,2,2,2,2,4,5,3,3,3,3,5,3,1,5,3,1,1,4,2,3,
HU000005545,HU,HU333,HU3,HU33,HU333,3,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,
HU000005546,HU,HU333,HU3,HU33,HU333,7,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,
HU000005551,HU,HU102,HU1,HU10,HU102,88,5,3,3,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,1,1,2,1,
HU000005553,HU,HU102,HU1,HU10,HU102,5,5,3,2,2,3,4,4,2,4,3,1,2,3,2,1,2,4,3,2,5,3,2,
HU000005555,HU,HU102,HU1,HU10,HU102,77,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,
HU000005556,HU,HU231,HU2,HU23,HU231,3,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,
HU000005558,HU,HU311,HU3,HU31,HU311,10,8,3,5,1,3,1,3,5,4,1,3,1,1,3,1,6,1,3,1,1,1,1,
HU000005560,HU,HU322,HU3,HU32,HU322,6,4,3,3,2,3,3,4,3,4,4,3,2,2,3,4,3,3,4,4,3,4,3,
HU000005562,HU,HU322,HU3,HU32,HU322,7,6,4,3,3,2,3,4,4,4,3,4,3,3,4,5,4,3,2,2,3,3,3,
HU000005563,HU,HU322,HU3,HU32,HU322,7,5,4,4,4,5,4,4,5,4,5,4,3,3,4,5,5,4,4,5,4,4,4,
HU000005569,HU,HU102,HU1,HU10,HU102,7,5,2,5,1,2,2,3,4,3,3,4,3,3,3,2,6,2,5,1,1,2,4,
HU000005584,HU,HU322,HU3,HU32,HU322,3,0,2,5,2,2,2,3,3,3,2,2,2,2,2,3,4,3,3,2,2,2,1,
HU000005585,HU,HU331,HU3,HU33,HU331,6,5,3,3,3,3,4,3,3,3,3,4,4,4,3,2,2,4,3,3,3,3,3,
HU000005588,HU,HU323,HU3,HU32,HU323,88,5,2,2,2,2,1,1,3,2,3,2,2,3,3,2,3,4,3,2,3,3,2,
HU000005589,HU,HU323,HU3,HU32,HU323,9,7,1,2,2,2,2,2,5,1,4,1,1,9,3,2,2,3,3,2,2,3,2,
HU000005592,HU,HU102,HU1,HU10,HU102,5,8,5,5,2,4,1,4,1,2,1,5,4,2,5,1,5,1,3,1,1,1,5,
HU000005593,HU,HU323,HU3,HU32,HU323,10,10,3,4,3,2,1,3,1,2,3,5,4,1,2,1,5,2,2,1,1,1,3,
HU000005594,HU,HU102,HU1,HU10,HU102,7,0,4,4,3,4,2,4,4,3,2,4,2,3,3,4,3,2,2,3,3,3,2,
HU000005596,HU,HU102,HU1,HU10,HU102,7,6,2,2,3,4,4,3,5,4,3,3,3,2,2,4,4,3,3,4,4,3,2,
HU000005598,HU,HU321,HU3,HU32,HU321,88,0,2,2,1,2,1,1,3,1,3,2,1,1,1,1,2,2,2,1,2,1,2,
HU000005599,HU,HU321,HU3,HU32,HU321,88,5,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,2,2,2,1,
HU000005601,HU,HU102,HU1,HU10,HU102,5,3,4,4,2,4,1,4,5,3,1,5,2,2,4,3,6,1,5,2,1,4,2,
HU000005605,HU,HU102,HU1,HU10,HU102,7,7,4,4,3,2,4,3,2,3,4,4,3,3,4,4,3,2,4,3,4,4,4,
HU000005610,HU,HU312,HU3,HU31,HU312,6,3,1,6,1,6,1,6,3,2,1,3,4,2,6,2,6,2,2,2,3,2,2,
HU000005615,HU,HU323,HU3,HU32,HU323,7,7,2,3,2,3,2,3,3,1,4,3,2,2,4,2,6,3,3,2,2,2,3,
HU000005617,HU,HU223,HU2,HU22,HU223,9,0,1,1,1,1,1,1,3,2,5,1,1,3,1,1,2,3,1,1,2,2,1,
HU000005618,HU,HU223,HU2,HU22,HU223,2,8,2,5,1,3,1,2,4,2,2,4,2,1,3,2,5,2,2,1,2,1,4,
HU000005619,HU,HU231,HU2,HU23,HU231,6,0,2,1,1,1,1,1,6,1,3,1,1,2,1,1,1,2,1,1,1,2,1,
HU000006002,HU,HU101,HU1,HU10,HU101,5,5,2,3,2,1,1,2,3,2,2,1,2,2,1,2,2,1,1,2,2,2,2,
HU000006004,HU,HU101,HU1,HU10,HU101,2,6,3,3,3,3,1,2,3,2,3,1,1,2,2,1,2,2,2,1,2,1,2,
HU000006009,HU,HU101,HU1,HU10,HU101,7,5,2,3,2,1,2,2,3,2,2,2,1,2,1,1,2,2,2,1,2,2,2,
HU000006010,HU,HU101,HU1,HU10,HU101,5,5,2,3,2,1,1,2,3,1,2,1,1,2,1,2,2,1,2,1,2,2,2,
HU000006014,HU,HU101,HU1,HU10,HU101,8,5,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,1,1,1,2,
HU000006015,HU,HU101,HU1,HU10,HU101,2,10,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,
HU000006016,HU,HU101,HU1,HU10,HU101,3,7,2,4,2,2,1,2,4,1,3,1,1,2,2,1,2,1,2,1,2,1,1,
HU000006017,HU,HU101,HU1,HU10,HU101,0,6,2,3,2,1,2,2,2,1,2,1,1,1,2,2,2,1,1,1,2,2,2,
HU000006019,HU,HU101,HU1,HU10,HU101,2,6,2,3,2,2,2,2,4,2,2,1,1,2,2,2,3,1,2,1,2,1,1,
HU000006020,HU,HU101,HU1,HU10,HU101,0,6,2,3,2,2,1,3,3,2,2,1,1,2,2,1,2,2,2,2,1,1,1,
HU000006021,HU,HU101,HU1,HU10,HU101,0,5,2,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2,1,2,2,2,
HU000006025,HU,HU101,HU1,HU10,HU101,10,10,4,4,3,3,4,4,4,1,1,3,4,1,5,1,6,9,1,1,1,1,4,
HU000006028,HU,HU101,HU1,HU10,HU101,2,0,3,3,2,4,4,3,3,3,3,3,3,2,2,5,4,4,4,2,2,3,3,
HU000006032,HU,HU101,HU1,HU10,HU101,10,3,2,4,3,2,2,2,4,3,3,2,2,3,3,2,2,2,3,4,3,2,2,
HU000006033,HU,HU101,HU1,HU10,HU101,77,1,2,2,4,5,3,3,2,2,3,2,4,4,3,2,1,1,4,3,3,2,4,
HU000006034,HU,HU101,HU1,HU10,HU101,10,10,3,3,1,2,1,3,3,1,1,3,2,1,4,1,5,1,1,1,1,1,4,
HU000006039,HU,HU101,HU1,HU10,HU101,10,6,2,2,4,4,2,2,2,3,4,2,4,4,5,5,3,3,2,2,2,3,3,
HU000006040,HU,HU101,HU1,HU10,HU101,88,1,2,3,4,2,2,4,4,3,2,3,3,2,2,3,4,2,2,2,1,1,2,
HU000006041,HU,HU101,HU1,HU10,HU101,4,1,4,4,2,2,4,4,1,2,3,3,3,2,5,5,4,4,4,3,3,2,2,
HU000006046,HU,HU101,HU1,HU10,HU101,4,10,6,6,1,3,1,5,5,1,1,5,3,1,6,1,6,1,1,1,1,1,5,
HU000006047,HU,HU101,HU1,HU10,HU101,0,0,2,3,3,2,2,4,5,3,2,2,3,4,4,2,2,2,5,4,4,3,3,
HU000006052,HU,HU101,HU1,HU10,HU101,77,2,4,5,2,4,3,5,5,5,2,3,3,4,5,5,5,4,4,4,5,5,4,
HU000006056,HU,HU101,HU1,HU10,HU101,10,10,2,2,5,3,3,4,4,2,2,3,5,5,2,2,2,5,5,4,2,2,5,
HU000006064,HU,HU101,HU1,HU10,HU101,1,0,2,3,4,3,2,2,1,2,4,3,2,2,4,4,4,3,3,2,2,4,4,
HU000006066,HU,HU101,HU1,HU10,HU101,0,2,2,3,2,2,3,2,2,1,2,2,3,4,5,3,3,4,4,3,4,2,2,
HU000006071,HU,HU101,HU1,HU10,HU101,10,5,4,4,2,3,3,2,2,1,4,2,4,5,5,2,2,3,2,1,3,3,2,
HU000006073,HU,HU101,HU1,HU10,HU101,4,2,2,3,4,3,2,2,2,5,4,2,2,4,5,5,2,1,3,4,4,4,4,
HU000006075,HU,HU101,HU1,HU10,HU101,88,4,3,2,3,2,3,3,4,3,3,1,1,1,2,1,4,3,2,2,3,3,2,
HU000006077,HU,HU101,HU1,HU10,HU101,3,0,3,5,2,3,2,3,3,2,2,3,2,2,4,2,5,2,4,2,2,5,3,
HU000006078,HU,HU101,HU1,HU10,HU101,4,5,3,5,3,2,1,4,3,2,1,3,1,2,3,1,5,2,2,2,2,2,3,
HU000006079,HU,HU101,HU1,HU10,HU101,7,8,2,5,3,3,1,4,3,1,1,5,4,1,4,1,5,3,4,1,2,1,4,
HU000006085,HU,HU101,HU1,HU10,HU101,4,1,3,4,2,2,2,3,5,2,2,2,2,3,3,4,5,3,3,2,2,2,2,
HU000006088,HU,HU101,HU1,HU10,HU101,7,3,2,4,3,3,1,2,3,2,3,3,2,3,1,1,4,2,4,1,1,1,2,
HU000006090,HU,HU101,HU1,HU10,HU101,77,1,2,4,2,2,2,3,5,3,3,2,2,2,3,9,4,3,3,2,2,2,2,
HU000006093,HU,HU101,HU1,HU10,HU101,88,0,3,2,3,2,1,1,3,3,4,1,2,3,2,1,2,3,3,2,2,2,1,
HU000006094,HU,HU101,HU1,HU10,HU101,5,0,1,4,2,3,2,3,2,2,3,4,1,2,1,1,4,2,2,1,2,3,3,
HU000006095,HU,HU101,HU1,HU10,HU101,3,0,4,5,3,3,2,5,3,2,3,4,3,2,4,2,5,2,5,1,2,2,3,
HU000006097,HU,HU101,HU1,HU10,HU101,2,7,4,3,3,4,2,3,5,4,5,5,5,3,4,3,5,4,5,2,2,4,3,
HU000006099,HU,HU101,HU1,HU10,HU101,0,5,3,3,2,2,3,2,5,3,4,3,3,2,3,3,4,3,4,2,2,2,2,
HU000006100,HU,HU101,HU1,HU10,HU101,8,2,2,3,2,3,3,4,5,3,3,3,3,2,4,3,3,2,2,4,4,3,3,
HU000006102,HU,HU101,HU1,HU10,HU101,10,1,2,3,3,4,3,4,4,3,3,2,3,3,3,4,5,2,3,3,2,4,3,
HU000006103,HU,HU101,HU1,HU10,HU101,6,5,4,3,3,4,2,4,3,5,4,5,3,3,4,2,5,3,3,2,2,3,2,
HU000006104,HU,HU101,HU1,HU10,HU101,2,3,2,3,3,2,2,3,5,3,4,2,2,2,3,3,5,2,3,2,2,3,3,
HU000006108,HU,HU101,HU1,HU10,HU101,0,6,5,4,3,3,2,4,3,5,2,4,5,5,5,2,5,2,5,3,2,2,3,
HU000006110,HU,HU101,HU1,HU10,HU101,9,6,3,2,2,3,4,4,3,3,3,4,4,3,2,2,2,3,4,4,3,3,2,
HU000006113,HU,HU101,HU1,HU10,HU101,2,6,5,5,3,3,2,3,5,4,2,5,5,2,3,2,5,4,3,2,2,3,3,
HU000006114,HU,HU101,HU1,HU10,HU101,7,0,2,3,3,3,4,4,5,2,2,4,4,3,2,2,2,2,3,3,4,4,4,
HU000006120,HU,HU101,HU1,HU10,HU101,7,3,2,2,3,3,4,5,3,2,2,2,3,4,3,3,2,4,2,3,3,3,3,
HU000006121,HU,HU101,HU1,HU10,HU101,9,0,2,3,2,2,3,4,4,4,2,3,3,2,2,4,3,2,2,2,3,3,4,
HU000006122,HU,HU101,HU1,HU10,HU101,2,1,4,3,2,3,2,4,3,4,2,4,2,2,3,4,5,3,5,2,2,2,2,
HU000006123,HU,HU101,HU1,HU10,HU101,1,3,2,2,3,2,4,1,5,4,3,4,5,2,3,4,5,2,5,2,2,4,2,
HU000006124,HU,HU101,HU1,HU10,HU101,8,6,2,2,1,1,1,3,3,1,2,1,1,1,2,1,2,1,2,2,1,1,2,
HU000006125,HU,HU101,HU1,HU10,HU101,3,4,3,5,2,2,1,4,3,2,1,3,3,2,3,4,6,1,2,2,2,1,2,
HU000006126,HU,HU101,HU1,HU10,HU101,5,2,2,2,2,1,1,1,1,1,1,2,1,1,1,3,4,2,2,1,1,2,2,
HU000006128,HU,HU101,HU1,HU10,HU101,10,0,1,1,2,1,1,2,3,1,1,1,1,2,1,2,2,1,2,1,1,2,1,
HU000006131,HU,HU101,HU1,HU10,HU101,77,0,1,2,1,1,1,1,3,2,1,1,1,2,1,1,2,1,1,2,1,3,1,
HU000006132,HU,HU101,HU1,HU10,HU101,6,0,4,3,2,3,2,2,3,1,1,1,2,2,1,1,1,2,2,1,1,2,1,
HU000006133,HU,HU101,HU1,HU10,HU101,7,3,2,2,1,2,1,2,3,1,1,1,1,3,2,1,1,2,2,1,1,3,2,
HU000006134,HU,HU101,HU1,HU10,HU101,4,5,3,2,1,2,1,1,2,2,1,1,1,1,1,2,3,2,1,1,1,2,1,
HU000006136,HU,HU101,HU1,HU10,HU101,8,0,2,1,1,1,1,1,1,1,1,1,1,1,3,2,3,2,1,1,2,2,1,
HU000006137,HU,HU101,HU1,HU10,HU101,6,3,1,1,2,2,1,1,2,2,1,2,1,1,1,1,1,2,2,1,1,1,1,
HU000006139,HU,HU101,HU1,HU10,HU101,7,1,2,2,2,1,1,1,2,2,1,2,2,2,2,2,3,3,2,2,3,2,1,
HU000006146,HU,HU101,HU1,HU10,HU101,0,3,3,3,3,1,1,1,3,3,1,3,2,2,3,1,5,1,1,1,3,3,1,
HU000006150,HU,HU101,HU1,HU10,HU101,8,7,2,3,2,2,1,2,3,2,2,1,2,2,2,1,2,2,2,2,1,1,2,
HU000006154,HU,HU101,HU1,HU10,HU101,2,7,2,3,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,
HU000006156,HU,HU101,HU1,HU10,HU101,0,7,2,3,2,1,1,2,3,2,2,1,1,2,2,1,2,2,1,2,2,1,1,
HU000006157,HU,HU101,HU1,HU10,HU101,5,5,2,2,2,2,1,2,3,2,2,1,1,2,2,1,2,2,2,2,2,1,2,
HU000006158,HU,HU101,HU1,HU10,HU101,0,6,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,
HU000006160,HU,HU101,HU1,HU10,HU101,6,7,2,2,2,2,2,1,5,2,3,1,1,1,1,1,1,1,1,1,1,1,1,
HU000006163,HU,HU101,HU1,HU10,HU101,2,7,2,2,2,2,2,3,6,2,4,1,1,1,1,1,1,1,1,1,1,1,1,
HU000006167,HU,HU101,HU1,HU10,HU101,1,7,1,1,1,1,1,1,5,2,4,2,2,2,2,2,5,2,2,2,2,2,2,
HU000006168,HU,HU101,HU1,HU10,HU101,7,10,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,
HU000006169,HU,HU101,HU1,HU10,HU101,2,7,2,2,2,2,2,2,4,2,4,2,2,2,2,2,4,2,2,2,2,2,2,
HU000006171,HU,HU101,HU1,HU10,HU101,5,3,3,4,5,3,2,3,3,2,2,3,2,2,3,2,4,3,3,2,2,2,3,
HU000006173,HU,HU101,HU1,HU10,HU101,2,2,3,6,2,4,1,5,2,2,2,4,4,2,3,1,5,3,4,2,2,3,4,
HU000006177,HU,HU101,HU1,HU10,HU101,5,0,3,4,2,3,3,2,4,3,2,3,3,2,3,1,3,2,2,1,2,3,2,
HU000006178,HU,HU101,HU1,HU10,HU101,5,6,3,3,2,3,2,4,3,3,2,2,2,2,3,2,2,3,2,2,2,3,4,
HU000006180,HU,HU101,HU1,HU10,HU101,6,5,2,1,3,2,4,2,6,3,3,3,2,3,1,3,2,3,2,1,2,5,2,
HU000006181,HU,HU101,HU1,HU10,HU101,5,4,3,2,2,2,3,2,5,3,4,1,2,2,3,2,3,3,3,2,2,4,3,
HU000006182,HU,HU101,HU1,HU10,HU101,4,4,3,3,1,3,2,4,2,3,2,3,2,2,3,2,4,2,3,1,2,2,3,
HU000006183,HU,HU101,HU1,HU10,HU101,6,4,3,3,2,2,2,3,4,2,3,3,2,2,3,3,5,3,4,2,2,3,3,
HU000006185,HU,HU101,HU1,HU10,HU101,4,1,2,3,2,1,2,2,6,3,3,2,2,1,2,2,2,2,2,1,1,4,2,
HU000006187,HU,HU101,HU1,HU10,HU101,6,4,3,2,2,1,3,2,5,3,3,3,2,1,2,2,4,3,2,1,2,2,3,
HU000006188,HU,HU101,HU1,HU10,HU101,3,3,2,3,3,2,1,2,3,2,3,2,3,3,4,3,3,3,2,1,2,3,3,
HU000006189,HU,HU101,HU1,HU10,HU101,3,4,2,3,2,2,3,4,4,2,2,2,2,1,2,3,4,2,3,2,2,3,3,
HU000006190,HU,HU101,HU1,HU10,HU101,6,5,3,3,2,2,1,3,5,3,2,2,2,3,4,1,2,3,4,1,1,1,1,
HU000006191,HU,HU101,HU1,HU10,HU101,3,6,5,4,2,3,1,2,3,2,3,3,3,2,3,2,5,3,3,2,3,3,3,
HU000006193,HU,HU101,HU1,HU10,HU101,3,5,1,2,2,1,3,3,5,2,3,3,3,2,3,2,2,2,3,1,2,3,2,
HU000006195,HU,HU101,HU1,HU10,HU101,5,2,2,1,2,3,2,2,3,4,3,1,3,2,1,3,1,3,2,2,2,4,1,
HU000006196,HU,HU101,HU1,HU10,HU101,5,1,1,2,2,2,2,1,6,3,4,3,2,3,1,2,2,3,2,1,3,2,3,
HU000006197,HU,HU101,HU1,HU10,HU101,5,3,3,3,2,2,2,4,5,3,3,3,1,2,2,2,4,3,2,2,2,3,2,
HU000006198,HU,HU101,HU1,HU10,HU101,88,0,3,2,2,3,4,2,3,4,2,2,3,2,1,3,2,4,2,1,4,6,3,
HU000006199,HU,HU101,HU1,HU10,HU101,4,0,3,3,2,3,2,3,5,2,3,4,2,2,3,2,3,3,3,1,2,3,3,
HU000006200,HU,HU101,HU1,HU10,HU101,4,1,3,2,3,2,2,3,4,3,4,3,2,2,1,3,3,3,2,3,2,2,2,
HU000006202,HU,HU101,HU1,HU10,HU101,3,4,2,3,2,3,1,4,5,3,3,3,2,1,3,3,5,3,4,2,2,4,2,
HU000006203,HU,HU101,HU1,HU10,HU101,3,2,3,2,3,3,1,2,3,2,3,3,2,4,3,3,2,3,2,3,3,2,3,
HU000006204,HU,HU101,HU1,HU10,HU101,5,6,3,3,2,3,4,2,3,2,3,4,2,3,2,4,3,3,2,3,4,3,3,
HU000006206,HU,HU101,HU1,HU10,HU101,7,6,2,3,2,1,2,2,3,3,3,2,1,3,2,3,3,4,3,2,3,3,2,
HU000006207,HU,HU101,HU1,HU10,HU101,4,5,4,4,3,4,3,3,2,4,3,3,2,4,3,4,3,4,3,2,3,4,3,
HU000006208,HU,HU101,HU1,HU10,HU101,6,7,4,3,2,3,1,3,4,3,2,3,3,2,3,2,3,2,3,2,2,2,3,
HU000006209,HU,HU101,HU1,HU10,HU101,3,3,3,3,2,3,1,4,4,2,3,4,3,3,4,3,5,3,3,2,2,2,3,
HU000006210,HU,HU101,HU1,HU10,HU101,4,2,1,2,3,2,3,2,5,2,3,2,3,4,2,2,4,2,2,1,3,4,3,
HU000006211,HU,HU101,HU1,HU10,HU101,5,3,1,2,3,2,2,2,4,3,3,2,2,3,2,3,3,3,3,1,1,3,2,
HU000006212,HU,HU101,HU1,HU10,HU101,6,4,3,2,2,2,2,4,4,3,3,2,3,2,3,3,3,3,2,2,2,3,3,
HU000006213,HU,HU101,HU1,HU10,HU101,4,3,2,3,1,2,2,2,4,2,3,3,3,2,3,2,3,2,3,2,2,5,3,
HU000006214,HU,HU101,HU1,HU10,HU101,6,5,2,3,2,2,2,1,2,3,3,2,3,1,2,2,2,3,3,2,2,4,2,
HU000006215,HU,HU101,HU1,HU10,HU101,4,4,4,4,3,3,1,3,4,1,2,3,3,2,2,1,3,2,3,2,2,2,3,
HU000006216,HU,HU101,HU1,HU10,HU101,4,3,2,3,3,1,2,3,5,3,3,2,3,2,3,3,2,3,3,2,3,4,3,
HU000006217,HU,HU101,HU1,HU10,HU101,6,3,1,6,1,3,4,1,4,1,5,3,1,3,4,5,1,4,4,3,1,2,2,
HU000006218,HU,HU101,HU1,HU10,HU101,88,2,1,2,3,1,3,2,6,3,4,2,1,2,1,4,1,3,2,2,2,5,1,
HU000006219,HU,HU101,HU1,HU10,HU101,3,2,2,3,1,2,1,3,5,2,3,3,4,2,2,3,3,4,2,1,3,2,3,
HU000006220,HU,HU101,HU1,HU10,HU101,6,5,2,1,2,3,2,3,6,3,4,2,1,2,3,4,3,3,2,1,2,5,2,
HU000006221,HU,HU101,HU1,HU10,HU101,6,6,3,3,2,2,2,4,4,3,3,3,2,2,3,3,4,3,3,2,2,3,3,
HU000006222,HU,HU101,HU1,HU10,HU101,5,4,2,3,2,3,2,2,4,3,2,2,2,2,3,2,3,2,3,1,2,4,2,
HU000006223,HU,HU101,HU1,HU10,HU101,6,6,4,3,2,3,4,3,2,3,4,3,4,1,3,2,3,2,3,1,2,3,3,
HU000006224,HU,HU101,HU1,HU10,HU101,5,2,1,3,2,4,3,4,2,3,2,1,3,2,1,3,2,4,3,2,4,4,3,
HU000006225,HU,HU101,HU1,HU10,HU101,4,4,3,2,2,2,2,4,3,2,1,3,2,2,3,3,4,2,3,1,2,1,3,
HU000006226,HU,HU101,HU1,HU10,HU101,6,6,3,2,1,3,2,4,4,2,3,3,2,2,2,3,2,3,2,1,3,3,2,
HU000006229,HU,HU101,HU1,HU10,HU101,4,4,1,2,2,1,2,3,5,2,3,2,1,2,2,3,2,2,2,1,2,3,2,
HU000006230,HU,HU101,HU1,HU10,HU101,5,2,1,2,2,1,2,2,5,3,3,2,2,1,3,2,3,2,3,2,1,4,2,
HU000006231,HU,HU101,HU1,HU10,HU101,4,4,2,5,5,5,2,3,6,4,5,3,1,5,6,6,1,6,6,3,2,1,1,
HU000006232,HU,HU101,HU1,HU10,HU101,3,4,2,3,1,2,2,3,6,2,3,3,2,2,2,3,3,3,3,1,2,4,2,
HU000008002,HU,HU101,HU1,HU10,HU101,8,1,4,4,1,4,2,4,5,3,3,2,2,4,4,9,5,9,3,9,2,5,3,
HU000008005,HU,HU101,HU1,HU10,HU101,9,0,2,2,2,2,2,2,6,3,5,2,2,2,2,2,2,2,1,1,1,1,1,
HU000008007,HU,HU101,HU1,HU10,HU101,8,1,2,3,1,3,2,1,3,3,2,2,1,2,3,3,3,3,3,1,1,2,2,
HU000008008,HU,HU101,HU1,HU10,HU101,8,2,3,3,3,2,1,4,3,2,3,2,3,1,2,3,1,2,3,2,1,2,2,
HU000008015,HU,HU101,HU1,HU10,HU101,5,1,3,4,2,2,1,3,2,2,2,2,2,1,2,1,4,2,2,2,2,3,3,
HU000008016,HU,HU101,HU1,HU10,HU101,4,3,4,5,3,4,2,4,3,3,2,3,2,4,4,1,5,3,3,2,3,3,3,
HU000008018,HU,HU101,HU1,HU10,HU101,8,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,
HU000008019,HU,HU101,HU1,HU10,HU101,8,0,1,5,3,2,3,2,1,1,1,2,2,3,2,3,3,2,2,1,2,2,2,
HU000008022,HU,HU101,HU1,HU10,HU101,10,0,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,
HU000008026,HU,HU101,HU1,HU10,HU101,10,2,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,2,1,
HU000008029,HU,HU101,HU1,HU10,HU101,9,2,2,2,3,1,2,1,1,2,2,1,2,2,1,1,1,1,1,2,1,1,1,
HU000008030,HU,HU101,HU1,HU10,HU101,10,0,2,2,1,1,1,2,1,1,1,2,2,1,1,1,2,2,1,1,1,3,2,
HU000008031,HU,HU101,HU1,HU10,HU101,10,0,3,2,2,1,1,1,2,1,2,1,2,1,2,1,2,2,1,1,2,1,1,
HU000008036,HU,HU101,HU1,HU10,HU101,5,4,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,
IE000000001,IE,IE011,IE0,IE01,IE011,6,4,2,4,4,2,3,3,2,4,2,3,2,3,2,2,2,5,2,2,3,2,2,
IE000000002,IE,IE011,IE0,IE01,IE011,7,7,2,3,4,4,3,2,5,5,2,5,4,3,3,5,5,4,3,2,5,4,3,
IE000000003,IE,IE011,IE0,IE01,IE011,5,6,2,5,4,2,2,2,3,5,5,4,6,4,2,4,5,3,4,6,3,5,3,
IE000000004,IE,IE011,IE0,IE01,IE011,6,7,3,4,5,2,4,5,6,2,4,6,5,5,3,5,3,4,4,5,6,3,4,
IE000000005,IE,IE011,IE0,IE01,IE011,5,7,2,5,4,2,4,5,4,4,2,3,4,5,5,4,4,6,3,5,3,5,5,
IE000000006,IE,IE011,IE0,IE01,IE011,7,2,2,4,5,3,4,4,5,3,2,4,3,2,4,3,5,3,2,4,2,6,2,
IE000000007,IE,IE011,IE0,IE01,IE011,6,8,2,4,3,5,5,3,3,4,3,4,4,3,4,6,2,4,3,4,5,4,4,
IE000000008,IE,IE011,IE0,IE01,IE011,88,4,4,5,3,5,3,4,5,3,4,4,3,3,2,6,5,6,5,3,6,3,5,
IE000000009,IE,IE011,IE0,IE01,IE011,8,2,3,2,5,5,4,3,5,3,5,4,3,4,3,4,6,3,3,2,3,5,5,
IE000000010,IE,IE011,IE0,IE01,IE011,7,4,2,5,2,3,2,3,5,4,2,5,3,4,4,3,4,3,4,5,3,4,2,
IE000000011,IE,IE011,IE0,IE01,IE011,8,7,3,2,3,4,2,5,4,4,3,5,3,5,2,3,2,3,2,3,2,3,2,
IE000000012,IE,IE011,IE0,IE01,IE011,5,5,2,4,4,3,3,4,5,2,2,4,4,4,2,4,2,8,8,3,1,4,4,
IE000000013,IE,IE011,IE0,IE01,IE011,88,7,3,2,2,4,4,3,1,3,4,3,2,4,2,4,5,4,2,2,3,5,5,
IE000000014,IE,IE011,IE0,IE01,IE011,6,3,2,4,3,3,3,3,4,5,5,4,3,2,5,3,2,4,4,4,2,5,2,
IE000000015,IE,IE011,IE0,IE01,IE011,9,7,2,2,2,3,5,2,2,4,2,3,4,2,5,8,3,4,2,4,4,2,3,
IE000000016,IE,IE011,IE0,IE01,IE011,10,7,2,6,1,2,3,4,5,2,4,2,3,4,3,4,2,2,4,2,3,3,4,
IE000000017,IE,IE011,IE0,IE01,IE011,7,6,3,2,2,3,2,3,4,2,3,5,5,4,2,3,5,3,4,3,3,3,3,
IE000000018,IE,IE011,IE0,IE01,IE011,77,3,4,3,5,3,2,4,4,4,3,5,8,6,4,3,2,5,3,3,5,2,3,
IE000000019,IE,IE011,IE0,IE01,IE011,88,7,3,4,2,4,6,3,2,4,2,3,4,3,5,6,5,3,5,3,6,4,3,
IE000000020,IE,IE011,IE0,IE01,IE011,8,6,2,4,2,4,2,3,4,3,6,3,3,3,5,6,4,3,2,3,4,4,2,
IE000000021,IE,IE011,IE0,IE01,IE011,88,6,5,3,5,4,2,4,4,3,5,4,5,5,6,7,6,6,6,5,6,6,5,
IE000000022,IE,IE011,IE0,IE01,IE011,88,2,3,3,3,4,2,5,3,5,3,3,4,4,3,2,5,2,4,2,3,2,3,
IE000000023,IE,IE011,IE0,IE01,IE011,7,7,7,6,4,5,6,5,5,6,5,4,5,5,5,3,3,5,3,2,5,5,3,
IE000000025,IE,IE011,IE0,IE01,IE011,6,2,3,4,5,6,3,4,4,5,3,3,5,3,2,5,5,4,5,3,3,4,3,
IE000000026,IE,IE011,IE0,IE01,IE011,5,6,4,5,3,6,4,2,3,4,5,6,6,3,4,3,5,4,3,4,3,4,3,
IE000000027,IE,IE011,IE0,IE01,IE011,2,6,1,6,4,4,3,5,3,5,3,5,3,4,6,3,3,5,4,6,5,5,3,
